scene,cluster,N_points,dx,dy,dz,x_mean,y_mean,z_mean,intensity_mean,intensity_std,is_cone,odom_timestamp,odom_x,odom_y,odom_z,odom_yaw,odom_vx,odom_vy,odom_yawrate,x_global,y_global
58,12,5,0.10464001,0.0657177,0.19256881,5.6512804,-15.900377,0.02966099,12.2,9.628084,True,1690471398.428588,12.243077054653885,23.269216314724424,0.0,0.9758664581185194,11.285809163571974,-0.3776363794764353,-0.644497748956807,28.578839306209137,19.038160824398677
58,13,6,0.10034466,0.12655449,0.18844122,2.3297157,-16.103615,-0.0012757791,15.666667,9.542886,True,1690471398.428588,12.243077054653885,23.269216314724424,0.0,0.9758664581185194,11.285809163571974,-0.3776363794764353,-0.644497748956807,26.88558536477982,16.173376568863162
58,14,5,0.08118367,0.068579674,0.23538733,2.381907,-13.06499,0.016094629,9.8,4.9699097,True,1690471398.428588,12.243077054653885,23.269216314724424,0.0,0.9758664581185194,11.285809163571974,-0.3776363794764353,-0.644497748956807,24.39828384196103,17.91960019629581
58,18,6,0.10014248,0.059114456,0.18907405,-4.3390136,-15.047954,-0.032505628,13.666667,9.395034,True,1690471398.428588,12.243077054653885,23.269216314724424,0.0,0.9758664581185194,11.285809163571974,-0.3776363794764353,-0.644497748956807,22.273805966576354,11.24206219986319
58,19,6,0.08886337,0.058714867,0.2262359,-3.539286,-11.643234,0.026277611,8.166667,3.9707263,True,1690471398.428588,12.243077054653885,23.269216314724424,0.0,0.9758664581185194,11.285809163571974,-0.3776363794764353,-0.644497748956807,19.90226625206332,13.812564465003057
59,4,8,0.09846032,0.07395744,0.21491592,-0.8346618,11.013016,0.24470523,24.75,12.115516,True,1690471398.988644,1.33593103507599,24.686640494033306,0.0,1.145402700692624,11.171919377988342,0.2175120869956816,0.26392168404654,-9.040012611501696,28.471211167132093
59,9,5,0.07341862,0.11466026,0.21350816,14.826477,-9.213404,0.52313036,10.8,6.9785385,True,1690471398.988644,1.33593103507599,24.686640494033306,0.0,1.145402700692624,11.171919377988342,0.2175120869956816,0.26392168404654,15.846783969622216,34.38954627584507
59,10,7,0.10098648,0.107825756,0.21284765,9.612825,-7.6296625,0.35809925,11.428572,7.3452287,True,1690471398.988644,1.33593103507599,24.686640494033306,0.0,1.145402700692624,11.171919377988342,0.2175120869956816,0.26392168404654,12.252624711136235,30.294131334649762
59,12,9,0.08667183,0.11789322,0.2647278,6.308959,-9.256187,0.2796927,9.666667,6.0827627,True,1690471398.988644,1.33593103507599,24.686640494033306,0.0,1.145402700692624,11.171919377988342,0.2175120869956816,0.26392168404654,12.370750129480543,26.613484804405758
59,14,5,0.09988296,0.05543804,0.20421815,-1.7524376,-15.777057,0.072745696,17.0,8.689074,True,1690471398.988644,1.33593103507599,24.686640494033306,0.0,1.145402700692624,11.171919377988342,0.2175120869956816,0.26392168404654,14.983684496348678,16.57952074757204
59,16,6,0.09509945,0.064011574,0.23671478,-2.1713247,-12.790301,0.079774685,8.833333,6.8532233,True,1690471398.988644,1.33593103507599,24.686640494033306,0.0,1.145402700692624,11.171919377988342,0.2175120869956816,0.26392168404654,12.090252996740505,17.43053893959711
60,8,5,0.2082882,0.21423578,0.22455713,16.492855,7.550336,0.41740346,4.2,2.1679482,True,1690471399.548425,3.518588948018805,23.665282005389052,0.0,0.8513422766470883,7.501316112233518,0.561951135409303,0.753793982978202,8.70785058020186,41.046116377670316
60,11,6,0.100097656,0.09724712,0.24259046,11.568616,-7.784994,0.37385437,8.0,5.8651514,True,1690471399.548425,3.518588948018805,23.665282005389052,0.0,0.8513422766470883,7.501316112233518,0.561951135409303,0.753793982978202,16.997612305463214,27.236687480123074
60,12,5,0.10324383,0.1342001,0.22298095,12.8346615,-10.627563,0.3731678,10.0,7.9686885,True,1690471399.548425,3.518588948018805,23.665282005389052,0.0,0.8513422766470883,7.501316112233518,0.561951135409303,0.753793982978202,19.969986171959956,26.315783942504474
60,13,8,0.117414474,0.1276083,0.21331495,8.669381,-8.587325,0.27487415,9.625,5.998512,True,1690471399.548425,3.518588948018805,23.665282005389052,0.0,0.8513422766470883,7.501316112233518,0.561951135409303,0.753793982978202,15.690577241197374,24.52726725439846
60,14,7,0.1484251,0.15115929,0.2668141,9.610742,-11.751428,0.26061553,14.428572,10.406042,True,1690471399.548425,3.518588948018805,23.665282005389052,0.0,0.8513422766470883,7.501316112233518,0.561951135409303,0.753793982978202,18.69083923986149,23.150264615947087
60,19,8,0.18425202,0.10416889,0.26503998,-1.332024,-14.321782,0.038129535,14.375,10.609127,True,1690471399.548425,3.518588948018805,23.665282005389052,0.0,0.8513422766470883,7.501316112233518,0.561951135409303,0.753793982978202,13.413171463798193,13.225695594494566
61,17,7,0.064982414,0.093800545,0.24579814,11.688082,-8.573064,0.19053721,5.428571,3.1547394,True,1690471400.128538,13.496398904279015,17.145464159633097,0.0,0.1870885706872281,7.106642549091532,1.0048692270361994,1.5031966053875812,26.575104826773256,10.895973093975497
61,18,5,0.09902668,0.1220417,0.19887473,13.1209,-11.491486,0.16036493,12.8,15.139353,True,1690471400.128538,13.496398904279015,17.145464159633097,0.0,0.1870885706872281,7.106642549091532,1.0048692270361994,1.5031966053875812,28.5257437970165,8.294980591299575
61,21,7,0.09640598,0.16398239,0.24836966,6.1937203,-12.734551,0.16563858,5.285714,4.820591,True,1690471400.128538,13.496398904279015,17.145464159633097,0.0,0.1870885706872281,7.106642549091532,1.0048692270361994,1.5031966053875812,21.950652849847945,5.785158241654248
62,7,5,0.09133673,0.14545155,0.18938312,7.1125717,-13.418383,0.27021655,13.0,6.9641943,True,1690471400.668683,17.554676036462194,2.3152158930446487,0.0,-0.6518547917008998,8.289813797090655,0.7461121227774044,1.298823558793627,15.068463398096629,-12.666787485648111
62,9,6,0.10202551,0.07091522,0.18532902,4.0996695,-14.196355,0.23464704,14.833333,16.436747,True,1690471400.668683,17.554676036462194,2.3152158930446487,0.0,-0.6518547917008998,8.289813797090655,0.7461121227774044,1.298823558793627,12.20136086296398,-11.457430982136936
62,12,5,0.104020536,0.053844452,0.19305761,0.7399514,-15.232695,0.13480401,18.4,10.1143465,True,1690471400.668683,17.554676036462194,2.3152158930446487,0.0,-0.6518547917008998,8.289813797090655,0.7461121227774044,1.298823558793627,8.901811552035177,-10.243066682671211
62,15,7,0.19556135,0.072818756,0.20488791,-0.9991695,-15.842736,0.09000249,12.0,7.6811457,True,1690471400.668683,17.554676036462194,2.3152158930446487,0.0,-0.6518547917008998,8.289813797090655,0.7461121227774044,1.298823558793627,7.149191461646529,-9.672966388631732
62,23,5,0.1331327,0.101659775,0.24840686,-3.4211228,18.500944,0.12421783,12.6,11.349009,True,1690471400.668683,17.554676036462194,2.3152158930446487,0.0,-0.6518547917008998,8.289813797090655,0.7461121227774044,1.298823558793627,26.058838936288254,19.098190107320196
62,28,6,0.089372635,0.062005043,0.17711025,10.198307,10.1875,0.4713031,13.833333,9.08662,True,1690471400.668683,17.554676036462194,2.3152158930446487,0.0,-0.6518547917008998,8.289813797090655,0.7461121227774044,1.298823558793627,31.84228995505928,4.2269455887286025
63,2,5,0.14372492,0.12850857,0.26984042,-5.729029,12.338823,-0.02403959,2.6,1.5165751,True,1690471401.238816,10.64397404065414,-8.449406678079596,0.0,-1.3315839871088642,8.67851999118814,0.7502952890938063,1.3424908878681658,21.27402622438712,0.04001714685008606
63,4,6,0.16209912,0.1366539,0.28256413,-3.6627934,13.957078,-0.002254655,7.3333335,4.3665395,True,1690471401.238816,10.64397404065414,-8.449406678079596,0.0,-1.3315839871088642,8.67851999118814,0.7502952890938063,1.3424908878681658,23.335769887565732,-1.5839569499492399
63,8,6,0.101617336,0.059783936,0.19617628,2.7009494,15.178268,0.13684206,12.0,5.585696,True,1690471401.238816,10.64397404065414,-8.449406678079596,0.0,-1.3315839871088642,8.67851999118814,0.7502952890938063,1.3424908878681658,26.029995491735036,-7.477145885872675
63,13,5,0.11817074,0.13565445,0.1982297,12.676387,-8.903704,0.37938914,14.4,12.033287,True,1690471401.238816,10.64397404065414,-8.449406678079596,0.0,-1.3315839871088642,8.67851999118814,0.7502952890938063,1.3424908878681658,4.997314924840264,-22.87445340671036
63,14,6,0.105602264,0.12767982,0.22884376,9.285656,-9.314765,0.30631214,10.333333,7.284687,True,1690471401.238816,10.64397404065414,-8.449406678079596,0.0,-1.3315839871088642,8.67851999118814,0.7502952890938063,1.3424908878681658,3.7945677077659017,-19.677669555415143
64,13,6,0.11151552,0.053333282,0.18755242,5.771045,-14.948073,0.14803037,14.166667,9.988326,True,1690471401.788625,3.899021907189872,-10.928433533201998,0.0,-1.5523008226555262,6.998851130920958,-0.5481876980658131,-0.8511497418942332,-10.939762118620052,-16.974947854753072
65,5,5,0.08751011,0.12649536,0.20466346,12.866626,-11.840085,0.2618227,9.2,5.4037023,True,1690471402.368815,6.386842677996728,-6.66717051273678,0.0,-0.8496967450514399,7.228981546535818,-1.002276439608116,-1.667510243283356,5.98867625412066,-24.14799260238688
65,10,21,0.08388317,0.09105635,0.14878868,-1.8354921,2.9793346,0.29557452,11.619047,10.781819,True,1690471402.368815,6.386842677996728,-6.66717051273678,0.0,-0.8496967450514399,7.228981546535818,-1.002276439608116,-1.667510243283356,7.412750013049002,-3.3215793769574073
66,13,5,0.093185425,0.12453556,0.24306591,13.69985,-15.688896,0.21643317,7.2,3.563706,True,1690471402.948839,4.43729026495088,-0.444576199434443,0.0,0.0594086875591023,10.54644461576339,0.0757102762500577,-0.38816768268087,19.044479854851744,-15.2923827716527
67,15,9,0.06486797,0.13593519,0.2608547,11.22097,-1.5475075,0.3186238,11.222222,8.983008,True,1690471403.488879,-1.9501060186644876,-0.4290823966424607,0.0,0.1063183692652166,13.968525245325107,0.0768555042560731,-0.0111594447100658,9.371723731669409,-0.777102953377999
67,20,5,0.14272022,0.07428551,0.2126902,8.150282,-15.077379,0.20284107,9.0,6.4420495,True,1690471403.488879,-1.9501060186644876,-0.4290823966424607,0.0,0.1063183692652166,13.968525245325107,0.0768555042560731,-0.0111594447100658,7.754139715468522,-14.55643419804977
68,25,11,0.15099525,0.10475731,0.25470248,9.821705,-5.032973,0.42026594,9.454545,7.7118564,True,1690471404.089051,-10.73868031523475,-0.787404948437629,0.0,0.1159674188688864,13.866080743957022,-0.1956531243070536,-0.419044052873642,-0.4005911038014788,-4.650126499650064
68,26,6,0.10390377,0.09758949,0.22467661,11.197194,-6.582193,0.43523917,10.833333,5.7416606,True,1690471404.089051,-10.73868031523475,-0.787404948437629,0.0,0.1159674188688864,13.866080743957022,-0.1956531243070536,-0.419044052873642,1.1449157911625445,-6.0297862530456845
68,28,5,0.14030933,0.12527752,0.2523497,12.756086,-9.036112,0.3771172,6.6,5.504544,True,1690471404.089051,-10.73868031523475,-0.787404948437629,0.0,0.1159674188688864,13.866080743957022,-0.1956531243070536,-0.419044052873642,2.977274432656545,-8.286847292354825
68,32,6,0.089228034,0.13309479,0.23492378,2.0247157,-13.011395,0.067605756,7.6666665,6.0553007,True,1690471404.089051,-10.73868031523475,-0.787404948437629,0.0,0.1159674188688864,13.866080743957022,-0.1956531243070536,-0.419044052873642,-7.222045887061931,-13.477131336758267
68,33,5,0.10548711,0.056394577,0.2055622,1.3887669,-17.187376,-0.022998733,14.8,7.362065,True,1690471404.089051,-10.73868031523475,-0.787404948437629,0.0,0.1159674188688864,13.866080743957022,-0.1956531243070536,-0.419044052873642,-7.370530213041466,-17.69864772231463
69,10,7,0.07450199,0.1145134,0.2546211,13.32936,-5.730838,0.35000855,14.571428,9.930713,True,1690471404.659072,-16.205086451054548,-6.100192523186489,0.0,0.4979685876714103,10.048804943757446,-0.4280422059765142,-0.6921641306065612,-1.7572272047042423,-4.768387211027854
69,13,5,0.11226654,0.060188293,0.21130577,-3.618962,-16.432735,-0.29351038,11.6,5.07937,True,1690471404.659072,-16.205086451054548,-6.100192523186489,0.0,0.4979685876714103,10.048804943757446,-0.4280422059765142,-0.6921641306065612,-11.53558095595507,-22.265816048708317
69,14,5,0.11438084,0.068468094,0.22982563,-4.330639,-17.801184,-0.3688919,15.4,10.163661,True,1690471404.659072,-16.205086451054548,-6.100192523186489,0.0,0.4979685876714103,10.048804943757446,-0.4280422059765142,-0.6921641306065612,-11.507199632739448,-23.80799999312692
69,15,5,0.16530704,0.10748768,0.27368373,-5.1656947,-13.136858,-0.30365282,8.8,4.0249224,True,1690471404.659072,-16.205086451054548,-6.100192523186489,0.0,0.4979685876714103,10.048804943757446,-0.4280422059765142,-0.6921641306065612,-14.46871886366166,-20.108992166525795
71,10,5,0.08469677,0.11406803,0.22809309,15.983464,-9.654569,0.38852096,8.2,6.3007936,True,1690471406.850337,-18.704897452621427,-14.792088461316704,0.0,1.0054347356244544,-0.0020209813255686,-0.0016156378082631,0.0004700035795106,-1.9899480634148716,-6.467889344805833
71,12,5,0.09474659,0.08956623,0.23042399,14.500509,-12.309889,0.35066667,8.2,5.585696,True,1690471406.850337,-18.704897452621427,-14.792088461316704,0.0,1.0054347356244544,-0.0020209813255686,-0.0016156378082631,0.0004700035795106,-0.5422596795392067,-9.142600203499995
71,13,5,0.07706356,0.12759304,0.21400458,9.764313,-15.528961,0.16137412,10.0,8.093207,True,1690471406.850337,-18.704897452621427,-14.792088461316704,0.0,1.0054347356244544,-0.0020209813255686,-0.0016156378082631,0.0004700035795106,-0.3613720543074077,-14.866345197700733
71,15,5,0.089556694,0.09980488,0.20035714,7.2393923,-15.7308,0.13701223,10.0,8.031189,True,1690471406.850337,-18.704897452621427,-14.792088461316704,0.0,1.0054347356244544,-0.0020209813255686,-0.0016156378082631,0.0004700035795106,-1.5435937119769996,-17.106504896326356
71,17,5,0.109442234,0.11924839,0.1824224,1.6362765,-15.777674,-0.037388206,22.0,18.947296,True,1690471406.850337,-18.704897452621427,-14.792088461316704,0.0,1.0054347356244544,-0.0020209813255686,-0.0016156378082631,0.0004700035795106,-4.505721333417723,-21.862858940590044
71,21,6,0.1084075,0.06235218,0.26334143,-4.147294,-13.707626,-0.08251362,5.1666665,4.708149,True,1690471406.850337,-18.704897452621427,-14.792088461316704,0.0,1.0054347356244544,-0.0020209813255686,-0.0016156378082631,0.0004700035795106,-9.352040591855454,-25.63750807608195
72,10,5,0.08597565,0.0905056,0.22797921,15.958858,-9.661852,0.38147962,8.4,4.6151924,True,1690471407.400014,-18.70419465130422,-14.802270248514978,0.0,1.0055893152236215,-0.0018923307879249,-0.0008207753413189,0.0003388151531488,-1.9975606251287026,-6.500167367346712
72,11,5,0.18433952,0.07828522,0.23289002,14.520787,-12.354225,0.34155303,8.2,8.58487,True,1690471407.400014,-18.70419465130422,-14.802270248514978,0.0,1.0055893152236215,-0.0018923307879249,-0.0008207753413189,0.0003388151531488,-0.49412891845871165,-9.156596112024303
72,12,5,0.07931423,0.12885475,0.21386787,9.749464,-15.537903,0.15381527,9.2,6.0580525,True,1690471407.400014,-18.70419465130422,-14.802270248514978,0.0,1.0055893152236215,-0.0018923307879249,-0.0008207753413189,0.0003388151531488,-0.36105965905030324,-14.8910203507961
72,14,5,0.08085489,0.14137745,0.19992208,7.2236695,-15.734695,0.1299199,11.0,9.407444,True,1690471407.400014,-18.70419465130422,-14.802270248514978,0.0,1.0055893152236215,-0.0018923307879249,-0.0008207753413189,0.0003388151531488,-1.5476650978926507,-17.129397548679428
72,15,5,0.107776046,0.06153965,0.18362653,1.6244606,-15.780045,-0.04351719,21.0,18.801596,True,1690471407.400014,-18.70419465130422,-14.802270248514978,0.0,1.0055893152236215,-0.0018923307879249,-0.0008207753413189,0.0003388151531488,-4.508251933640679,-21.882093890371657
72,18,5,0.11824989,0.08099651,0.26252568,-4.1691227,-13.713054,-0.0849632,6.6,4.774935,True,1690471407.400014,-18.70419465130422,-14.802270248514978,0.0,1.0055893152236215,-0.0018923307879249,-0.0008207753413189,0.0003388151531488,-9.35676884396444,-25.667585010216527
73,2,5,0.09361267,0.07559204,0.21327323,9.737178,-15.527609,0.15537599,10.6,6.8774996,True,1690471407.969423,-18.706727323641974,-14.823881300066208,0.0,1.006075227200447,-0.0019951377483076,-0.0012702055332565,-6.96862117492e-05,-0.37882232846623687,-14.90858754763542
73,3,5,0.15877485,0.11366844,0.20044899,7.241951,-15.79527,0.12986699,10.6,8.018728,True,1690471407.969423,-18.706727323641974,-14.823881300066208,0.0,1.006075227200447,-0.0019951377483076,-0.0012702055332565,-6.96862117492e-05,-1.4881151211197405,-17.159647229788916
73,4,5,0.1066792,0.07353687,0.1828436,1.6201645,-15.785395,-0.04221962,19.2,14.805405,True,1690471407.969423,-18.706727323641974,-14.823881300066208,0.0,1.006075227200447,-0.0019951377483076,-0.0012702055332565,-6.96862117492e-05,-4.505125951003086,-21.90329842054629
73,6,5,0.18778116,0.091563225,0.18800807,-0.9692811,-15.986728,-0.12502863,18.2,12.111978,True,1690471407.969423,-18.706727323641974,-14.823881300066208,0.0,1.006075227200447,-0.0019951377483076,-0.0012702055332565,-6.96862117492e-05,-5.720872451647951,-24.19845068966007
73,7,5,0.102654934,0.06558418,0.265004,-4.1649466,-13.695131,-0.08307226,6.6,5.98331,True,1690471407.969423,-18.706727323641974,-14.823881300066208,0.0,1.006075227200447,-0.0019951377483076,-0.0012702055332565,-6.96862117492e-05,-9.366928304548015,-25.67153300773751
73,19,5,0.06153202,0.1250639,0.22905037,15.992488,-9.68734,0.3809443,8.8,5.3572383,True,1690471407.969423,-18.706727323641974,-14.823881300066208,0.0,1.006075227200447,-0.0019951377483076,-0.0012702055332565,-6.96862117492e-05,-1.9646005699209717,-6.498893584274464
73,20,5,0.08250046,0.14626026,0.2331806,14.471069,-12.313708,0.34095758,7.6,6.308724,True,1690471407.969423,-18.706727323641974,-14.823881300066208,0.0,1.006075227200447,-0.0019951377483076,-0.0012702055332565,-6.96862117492e-05,-0.5602413775912858,-9.189674122316188
75,2,5,0.097797394,0.09653568,0.21291187,9.740899,-15.524305,0.15619639,9.2,5.890671,True,1690471409.069296,-18.71850198663556,-14.78997040346374,0.0,1.005142792371749,-0.002042127425462,-0.0007392870922513,1.74622983e-07,-0.39147897029245193,-14.886853940022215
75,6,5,0.104951024,0.06280136,0.18275067,1.6239125,-15.788874,-0.041856237,21.2,21.64948,True,1690471409.069296,-18.71850198663556,-14.78997040346374,0.0,1.005142792371749,-0.002042127425462,-0.0007392870922513,1.74622983e-07,-4.518561969220238,-21.881326937818727
75,7,5,0.087640285,0.106328964,0.26493767,-4.162818,-13.695961,-0.08306993,6.0,4.7958317,True,1690471409.069296,-18.71850198663556,-14.78997040346374,0.0,1.005142792371749,-0.002042127425462,-0.0007392870922513,1.74622983e-07,-9.386980175768016,-25.644973955188092
75,17,5,0.072348595,0.10157585,0.22836918,15.964948,-9.668823,0.3803324,9.2,5.4037023,True,1690471409.069296,-18.71850198663556,-14.78997040346374,0.0,1.005142792371749,-0.002042127425462,-0.0007392870922513,1.74622983e-07,-1.9990133176931284,-6.493923061678699
75,18,5,0.1157732,0.081819534,0.23285942,14.511592,-12.349984,0.34007955,8.0,7.106335,True,1690471409.069296,-18.71850198663556,-14.78997040346374,0.0,1.005142792371749,-0.002042127425462,-0.0007392870922513,1.74622983e-07,-0.5144257849729499,-9.157917774201383
